manufacturer,processor_family,code_name,feature_size,channel_length,vdd_low,vdd_high,Vdd,clock,hw_ncores,tdp_W,transistors_million,die_size_mm2,year,heat_densit_Wpercm2
Intel,Xeon,Haswell,,,,,,2600,14,145,,,,
Intel,Xeon,Haswell,,,,,,2300,16,135,,,,
Intel,Xeon,Haswell,,,,,,2300,18,145,,,,
Intel,Celeron,Bay Trail,,,,,,2160,2,7.5,,,,
Intel,Pentium,Bay Trail,,,,,,2160,4,7.5,,,,
Intel,Atom,Moorefield,,,,0,0,,4,,,,,
Intel,Atom,Moorefield,,,,0,0,,4,,,,,
Intel,Xeon,Haswell,,,,,,2300,10,105,,,,
Intel,Xeon,Haswell,,,,,,2600,10,105,,,,
Intel,Xeon,Haswell,,,,,,2300,12,120,,,,
Intel,0,Haswell,,,,,,2600,12,120,,,,
Intel,Xeon,Haswell,,,,,,2600,12,135,,,,
Intel,Xeon,Haswell,,,,,,3400,6,135,,,,
Intel,Xeon,Haswell,,,,,,1800,12,65,,,,
Intel,Xeon,Haswell,,,,,,3100,10,160,,,,
Intel,Celeron,Bay Trail,,,,,,1580,2,4.5,,,,
Intel,Celeron,Bay Trail,,,,,,2160,2,7.5,,,,
Intel,Celeron,Bay Trail,,,,,,1830,4,7.5,,,,
Intel,Pentium,Bay Trail,,,,,,2160,4,7.5,,,,
Intel,Atom,Bay Trail,,,,,,1330,4,,,,,
Intel,Atom,Bay Trail,,,,,,1330,4,,,,,
Intel,Pentium,Haswell,,,,,,3200,2,53,,,,
Intel,0,Haswell,,,,,,2800,4,140,,,,
Intel,0,Haswell,,,,,,3100,4,140,,,,
Intel,Xeon,Haswell,,,,,,3500,4,140,,,,
Intel,Xeon,Haswell,,,,,,3700,4,140,,,,
Intel,Xeon,Haswell,,,,,,3500,6,140,,,,
Intel,Xeon,Haswell,,,,,,3000,8,140,,,,
Intel,Xeon,Haswell,,,,,,3200,8,140,,,,
Intel,Core i7,Haswell E,,,,,,3000,8,140,,,,
Intel,Core i7,Haswell E,,,,,,3500,6,140,,,,
Intel,Core i7,Haswell E,,,,,,3300,6,140,,,,
Intel,Xeon,Haswell,,,,,,1600,6,85,,,,
Intel,Xeon,Haswell,,,,,,3000,4,105,,,,
Intel,Xeon,Haswell,,,,,,2400,8,85,,,,
Intel,Xeon,Haswell,,,,,,1800,8,55,,,,
Intel,Xeon,Haswell,,,,,,3500,4,135,,,,
Intel,Xeon,Haswell,,,,,,3200,8,135,,,,
Intel,Pentium,Haswell,,,,,,3500,2,53,,,,
Intel,Core i7,Crystal Well,,,,,,2800,4,47,,,,
Intel,Core i7,Crystal Well,,,,,,2500,4,47,,,,
Intel,Core i7,Crystal Well,,,,,,2200,4,47,,,,
Intel,Core i7,Haswell,,,,,,3000,2,28,,,,
Intel,Core i5,Haswell,,,,,,2800,2,28,,,,
Intel,Core i5,Haswell,,,,,,2600,2,28,,,,
Intel,Pentium,Haswell,,,,,,3200,2,53,,,,
Intel,Pentium,Haswell,,,,,,2800,2,35,,,,
Intel,Core M,Broadwell,,,,,,800,2,4.5,,,,
Intel,Core M,Broadwell,,,,,,800,2,4.5,,,,
Intel,Core M,Broadwell,,,,,,1100,2,4.5,,,,
Intel,Communications Infrastructure,Pine Cove,,,,,,750,4,,,,,
Intel,Atom,Moorefield,,,,0,0,,4,,,,,
Intel,Atom,Moorefield,,,,0,0,,4,,,,,
Intel,Core M,Broadwell,,,,,,900,2,4.5,,,,
Intel,Core M,Broadwell,,,,,,1100,2,4.5,,,,
Intel,Core M,Broadwell,,,,,,1200,2,4.5,,,,
Intel,Core M,Broadwell,,,,,,800,2,4.5,,,,
